station,lat,lon,depth,temperature,salinity,fluorescence
74,-22.8925,-41.30666667,31,22.3656,36.6375,0.191392857
75,-22.96277778,-41.15611111,31,26.4633,37.1842,0.191392857
76,-23.14583333,-40.98333333,31,27.4367,37.1538,0.191392857
77,-23.41444444,-40.83861111,31,27.3719,37.1155,0.191392857
77,-23.41444444,-40.83583333,31,27.3893,37.1164,0.191392857
78,-22.87027778,-40.40888889,31,23.4545,36.6525,0.191392857
79,-22.71,-40.59583333,31,23.265,36.9229,0.191392857
80,-22.6,-40.77805556,31,20.1048,36.5061,0.191392857
81,-22.45611111,-40.96027778,31,19.4579,36.2195,0.191392857
84,-21.98083333,-40.24638889,31,23.966,36.7156,0.191392857
85,-22.10083333,-40.02694444,31,27.6557,37.2771,0.191392857
86,-22.24805556,-39.80833333,31,27.5894,37.2628,0.191392857
1,-25.07361111,-46.81861111,32,17.4477,35.7005,0.0485
3,-25.42555556,-46.4675,32,17.6035,35.7342,0.252
4,-25.36388889,-46.30472222,32,18.5391,35.8486,0.243
5,-25.49083333,-46.12222222,32,21.0336,36.3721,0.205
6,-25.855,-45.95861111,32,21.0155,35.9647,0.164
7,-25.92777778,-45.77944444,32,23.0638,36.873,0.137
8,-26.01666667,-45.60166667,32,24.26,36.8252,0.115
9,-26.09527778,-45.41916667,32,24.7561,37.1568,0.121
10,-26.30444444,-45.25777778,32,24.5835,37.1344,0.104
11,-25.86472222,-44.6725,32,24.1256,36.6481,0.111
12,-25.68944444,-44.84972222,32,23.7738,36.5964,0.106
13,-25.555,-45.05694444,32,22.5006,36.612,0.135
14,-25.25944444,-45.21972222,32,19.9926,36.1089,0.191
15,-25.29861111,-45.42888889,32,19.0696,36.1795,0.729
18,-24.81944444,-46.14361111,32,16.7604,35.9981,0.190107143
21,-24.35194444,-45.45111111,32,18.0255,35.6945,0.190107143
22,-24.65805556,-45.27,32,17.9167,35.8295,0.190107143
23,-24.64416667,-45.1,32,21.2067,36.434,0.190107143
24,-24.80555556,-44.925,32,23.435,36.76,0.190107143
25,-25.08666667,-44.74277778,32,25.5354,36.9709,0.190107143
27,-25.37861111,-44.3875,32,26.4323,36.843,0.190107143
28,-25.49722222,-44.21722222,32,26.3668,36.8733,0.190107143
29,-24.96888889,-43.73722222,32,25.8125,36.7802,0.190107143
30,-24.92888889,-43.92583333,32,24.8947,36.9634,0.190107143
31,-24.68138889,-44.10194444,32,24.0682,36.5866,0.190107143
32,-24.42611111,-44.27444444,32,25.0857,37.1035,0.190107143
33,-24.43055556,-44.465,32,21.698,36.4738,0.190107143
34,-24.10916667,-44.64277778,32,18.1051,36.0781,0.190107143
35,-23.9274788,-44.81777778,32,16.4082,35.6699,0.190107143
36,-23.77030537,-44.98444444,32,16.4686,35.6153,0.190107143
37,-23.55361111,-44.26666667,32,16.9584,35.7055,0.190107143
38,-23.89722222,-44.08805556,32,18.4301,36.0073,0.190107143
39,-23.97472222,-43.90861111,32,19.1458,35.9737,0.190107143
40,-23.97694444,-43.73638889,32,22.2978,36.3194,0.190107143
41,-24.20027778,-43.55722222,32,24.4681,36.9862,0.190107143
42,-24.49138889,-43.37222222,32,26.5446,37.226,0.190107143
43,-24.52972222,-43.20416667,32,27.4313,37.1928,0.190107143
44,-24.55416667,-42.48888889,32,25.7022,36.9834,0.190107143
45,-24.44388889,-42.62138889,32,23.2383,36.6003,0.190107143
46,-24.32055556,-42.78055556,32,23.3175,36.9252,0.190107143
47,-24.12361111,-42.93722222,32,21.9168,36.627,0.190107143
48,-23.95416667,-43.08833333,32,22.6725,36.8684,0.190107143
49,-23.71694444,-43.2375,32,19.1334,36.1207,0.190107143
50,-23.51972222,-43.38472222,32,17.9521,35.9311,0.190107143
51,-23.52,-43.53916667,32,17.1853,35.7855,0.190107143
52,-23.34555556,-42.66888889,32,15.1604,35.5332,0.190107143
53,-23.46555556,-42.50638889,32,20.1877,36.3964,0.190107143
54,-23.72194444,-42.34472222,32,22.1175,36.68,0.190107143
55,-23.96055556,-42.17638889,32,22.4629,36.8272,0.190107143
56,-24.19388889,-42.01166667,32,21.477,36.5967,0.190107143
57,-24.37305556,-41.82472222,32,26.1028,36.9968,0.190107143
58,-23.93861111,-41.41055556,32,27.1047,37.0166,0.190107143
59,-24.03083333,-41.56583333,32,26.581,36.8674,0.190107143
60,-23.82055556,-41.72333333,32,19.3612,36.1034,0.190107143
61,-23.63416667,-41.85777778,32,19.6405,36.1604,0.190107143
62,-23.31777778,-42.02111111,32,19.6654,36.2769,0.190107143
63,-23.19777778,-41.8325,32,17.361,35.7385,0.190107143
64,-23.37472222,-41.66888889,32,19.6476,36.1983,0.190107143
65,-23.70055556,-41.51,32,23.2202,37.0481,0.190107143
66,-23.83138889,-41.36111111,32,27.4893,37.1366,0.190107143
67,-23.77777778,-41.20638889,32,27.3382,37.0781,0.190107143
68,-23.63777778,-40.99666667,32,27.3962,37.0831,0.190107143
69,-23.65277778,-41.15305556,32,27.4809,37.1716,0.190107143
70,-23.43388889,-41.31666667,32,25.8327,36.7992,0.190107143
71,-23.21888889,-41.47138889,32,22.3549,36.7677,0.190107143
72,-23.06055556,-41.62166667,32,19.6234,36.1862,0.190107143
73,-22.66444444,-41.4675,32,19.9217,36.2427,0.190107143
74,-22.8925,-41.30666667,32,22.2502,36.6118,0.190107143
75,-22.96277778,-41.15611111,32,26.414,37.1425,0.190107143
76,-23.14583333,-40.98333333,32,27.4378,37.1575,0.190107143
77,-23.41444444,-40.83861111,32,27.3581,37.1153,0.190107143
77,-23.41444444,-40.83583333,32,27.356,37.1251,0.190107143
78,-22.87027778,-40.40888889,32,23.4291,36.6529,0.190107143
79,-22.71,-40.59583333,32,23.1601,36.9271,0.190107143
80,-22.6,-40.77805556,32,19.8952,36.3188,0.190107143
81,-22.45611111,-40.96027778,32,19.4247,36.2125,0.190107143
84,-21.98083333,-40.24638889,32,23.8348,36.703,0.190107143
85,-22.10083333,-40.02694444,32,27.6473,37.291,0.190107143
86,-22.24805556,-39.80833333,32,27.5877,37.2612,0.190107143
1,-25.07361111,-46.81861111,33,17.4363,35.7003,0.0485
3,-25.42555556,-46.4675,33,17.6126,35.7779,0.274
4,-25.36388889,-46.30472222,33,18.3839,35.8556,0.242
5,-25.49083333,-46.12222222,33,20.7241,36.3063,0.211
6,-25.855,-45.95861111,33,20.7184,36.0183,0.159
7,-25.92777778,-45.77944444,33,23.0075,36.8685,0.143
8,-26.01666667,-45.60166667,33,24.3714,36.9963,0.116
9,-26.09527778,-45.41916667,33,24.6092,37.143,0.118
10,-26.30444444,-45.25777778,33,24.2888,37.1936,0.103
11,-25.86472222,-44.6725,33,24.0146,36.6703,0.113
12,-25.68944444,-44.84972222,33,23.7531,36.5642,0.108
13,-25.555,-45.05694444,33,22.3416,36.5659,0.137
14,-25.25944444,-45.21972222,33,19.8259,36.0294,0.202
15,-25.29861111,-45.42888889,33,18.9953,36.1672,0.691
18,-24.81944444,-46.14361111,33,16.6273,36.0948,0.190392857
21,-24.35194444,-45.45111111,33,18.0077,35.7189,0.190392857
22,-24.65805556,-45.27,33,17.8198,35.8603,0.190392857
23,-24.64416667,-45.1,33,21.1079,36.4095,0.190392857
24,-24.80555556,-44.925,33,23.3056,36.7582,0.190392857
25,-25.08666667,-44.74277778,33,25.3399,36.9664,0.190392857
27,-25.37861111,-44.3875,33,26.3994,36.8376,0.190392857
28,-25.49722222,-44.21722222,33,26.1888,36.9609,0.190392857
29,-24.96888889,-43.73722222,33,25.5048,36.7335,0.190392857
30,-24.92888889,-43.92583333,33,24.4686,36.8483,0.190392857
31,-24.68138889,-44.10194444,33,23.8929,36.551,0.190392857
32,-24.42611111,-44.27444444,33,24.8215,37.098,0.190392857
33,-24.43055556,-44.465,33,21.4871,36.3953,0.190392857
34,-24.10916667,-44.64277778,33,17.7133,35.9115,0.190392857
35,-23.9274788,-44.81777778,33,16.3229,35.6433,0.190392857
36,-23.77030537,-44.98444444,33,16.4463,35.6124,0.190392857
37,-23.55361111,-44.26666667,33,16.9372,35.7029,0.190392857
38,-23.89722222,-44.08805556,33,18.2752,36.01,0.190392857
39,-23.97472222,-43.90861111,33,19.1008,35.9683,0.190392857
40,-23.97694444,-43.73638889,33,22.1074,36.2955,0.190392857
41,-24.20027778,-43.55722222,33,24.3009,37.0035,0.190392857
42,-24.49138889,-43.37222222,33,26.3547,37.1727,0.190392857
43,-24.52972222,-43.20416667,33,27.4242,37.1934,0.190392857
44,-24.55416667,-42.48888889,33,25.6808,36.9643,0.190392857
45,-24.44388889,-42.62138889,33,23.0628,36.659,0.190392857
46,-24.32055556,-42.78055556,33,23.279,36.9345,0.190392857
47,-24.12361111,-42.93722222,33,21.8906,36.617,0.190392857
48,-23.95416667,-43.08833333,33,22.6589,36.8409,0.190392857
49,-23.71694444,-43.2375,33,19.0346,36.1064,0.190392857
50,-23.51972222,-43.38472222,33,17.8021,35.9148,0.190392857
51,-23.52,-43.53916667,33,17.1063,35.7954,0.190392857
52,-23.34555556,-42.66888889,33,15.1397,35.5295,0.190392857
53,-23.46555556,-42.50638889,33,20.0519,36.3634,0.190392857
54,-23.72194444,-42.34472222,33,22.0895,36.6775,0.190392857
55,-23.96055556,-42.17638889,33,22.2192,36.8582,0.190392857
56,-24.19388889,-42.01166667,33,21.2988,36.5248,0.190392857
57,-24.37305556,-41.82472222,33,26.1004,36.9963,0.190392857
58,-23.93861111,-41.41055556,33,27.1086,37.0174,0.190392857
59,-24.03083333,-41.56583333,33,26.7362,37.0042,0.190392857
60,-23.82055556,-41.72333333,33,19.3192,36.1312,0.190392857
61,-23.63416667,-41.85777778,33,19.5104,36.1982,0.190392857
62,-23.31777778,-42.02111111,33,19.1198,36.0816,0.190392857
63,-23.19777778,-41.8325,33,17.3466,35.756,0.190392857
64,-23.37472222,-41.66888889,33,19.6231,36.1857,0.190392857
65,-23.70055556,-41.51,33,22.8423,36.9717,0.190392857
66,-23.83138889,-41.36111111,33,27.4905,37.1359,0.190392857
67,-23.77777778,-41.20638889,33,27.3377,37.0783,0.190392857
68,-23.63777778,-40.99666667,33,27.4004,37.0829,0.190392857
69,-23.65277778,-41.15305556,33,27.4778,37.1683,0.190392857
70,-23.43388889,-41.31666667,33,25.7916,36.8091,0.190392857
71,-23.21888889,-41.47138889,33,22.3156,36.7742,0.190392857
72,-23.06055556,-41.62166667,33,19.5658,36.1744,0.190392857
73,-22.66444444,-41.4675,33,19.9203,36.2434,0.190392857
74,-22.8925,-41.30666667,33,22.1813,36.6021,0.190392857
75,-22.96277778,-41.15611111,33,26.3927,37.1462,0.190392857
76,-23.14583333,-40.98333333,33,27.4399,37.1632,0.190392857
77,-23.41444444,-40.83861111,33,27.3366,37.124,0.190392857
77,-23.41444444,-40.83583333,33,27.2702,37.1371,0.190392857
78,-22.87027778,-40.40888889,33,23.3607,36.6651,0.190392857
79,-22.71,-40.59583333,33,23.1136,36.8898,0.190392857
80,-22.6,-40.77805556,33,19.8756,36.3022,0.190392857
81,-22.45611111,-40.96027778,33,19.4186,36.2089,0.190392857
84,-21.98083333,-40.24638889,33,23.7301,36.7002,0.190392857
85,-22.10083333,-40.02694444,33,27.6507,37.2971,0.190392857
86,-22.24805556,-39.80833333,33,27.5851,37.2622,0.190392857
1,-25.07361111,-46.81861111,34,17.4299,35.6993,0.0485
3,-25.42555556,-46.4675,34,17.1228,35.781,0.274
4,-25.36388889,-46.30472222,34,18.3614,35.889,0.232
5,-25.49083333,-46.12222222,34,20.5129,36.3106,0.213
6,-25.855,-45.95861111,34,20.5557,36.0702,0.152
7,-25.92777778,-45.77944444,34,23.0217,36.8597,0.145
8,-26.01666667,-45.60166667,34,24.3558,37.0574,0.118
9,-26.09527778,-45.41916667,34,24.5622,37.1412,0.121
10,-26.30444444,-45.25777778,34,24.1523,37.0694,0.104
11,-25.86472222,-44.6725,34,23.8603,36.6156,0.117
12,-25.68944444,-44.84972222,34,23.6939,36.5872,0.108
13,-25.555,-45.05694444,34,22.339,36.4967,0.138
14,-25.25944444,-45.21972222,34,19.8075,36.0014,0.194
15,-25.29861111,-45.42888889,34,18.9216,36.149,0.661
18,-24.81944444,-46.14361111,34,16.6183,36.1105,0.187535714
21,-24.35194444,-45.45111111,34,17.9659,35.7326,0.187535714
22,-24.65805556,-45.27,34,17.6886,35.8392,0.187535714
23,-24.64416667,-45.1,34,20.9698,36.4156,0.187535714
24,-24.80555556,-44.925,34,22.9887,36.7178,0.187535714
25,-25.08666667,-44.74277778,34,25.0542,37.0323,0.187535714
27,-25.37861111,-44.3875,34,26.3351,36.8553,0.187535714
28,-25.49722222,-44.21722222,34,25.9239,36.9319,0.187535714
29,-24.96888889,-43.73722222,34,25.5983,36.7159,0.187535714
30,-24.92888889,-43.92583333,34,24.1524,36.7712,0.187535714
31,-24.68138889,-44.10194444,34,23.6336,36.5914,0.187535714
32,-24.42611111,-44.27444444,34,24.777,37.0478,0.187535714
33,-24.43055556,-44.465,34,21.1329,36.3717,0.187535714
34,-24.10916667,-44.64277778,34,17.4075,35.8365,0.187535714
35,-23.9274788,-44.81777778,34,16.297,35.6466,0.187535714
36,-23.77030537,-44.98444444,34,16.3957,35.6075,0.187535714
37,-23.55361111,-44.26666667,34,16.9215,35.7006,0.187535714
38,-23.89722222,-44.08805556,34,18.0871,35.9836,0.187535714
39,-23.97472222,-43.90861111,34,19.0591,35.9664,0.187535714
40,-23.97694444,-43.73638889,34,21.8454,36.259,0.187535714
41,-24.20027778,-43.55722222,34,24.1701,36.9565,0.187535714
42,-24.49138889,-43.37222222,34,26.0942,37.1681,0.187535714
43,-24.52972222,-43.20416667,34,27.4068,37.1929,0.187535714
44,-24.55416667,-42.48888889,34,25.6958,36.9669,0.187535714
45,-24.44388889,-42.62138889,34,22.9399,36.6242,0.187535714
46,-24.32055556,-42.78055556,34,23.2369,36.9324,0.187535714
47,-24.12361111,-42.93722222,34,21.8504,36.634,0.187535714
48,-23.95416667,-43.08833333,34,22.6272,36.8448,0.187535714
49,-23.71694444,-43.2375,34,18.8407,36.1254,0.187535714
50,-23.51972222,-43.38472222,34,17.6967,35.9211,0.187535714
51,-23.52,-43.53916667,34,16.9682,35.792,0.187535714
52,-23.34555556,-42.66888889,34,15.0899,35.5264,0.187535714
53,-23.46555556,-42.50638889,34,19.9276,36.3563,0.187535714
54,-23.72194444,-42.34472222,34,22.0749,36.6801,0.187535714
55,-23.96055556,-42.17638889,34,22.1025,36.7401,0.187535714
56,-24.19388889,-42.01166667,34,21.1818,36.5144,0.187535714
57,-24.37305556,-41.82472222,34,26.0978,36.9974,0.187535714
58,-23.93861111,-41.41055556,34,27.1055,37.022,0.187535714
59,-24.03083333,-41.56583333,34,26.7819,37.0954,0.187535714
60,-23.82055556,-41.72333333,34,19.1527,36.114,0.187535714
61,-23.63416667,-41.85777778,34,19.4151,36.152,0.187535714
62,-23.31777778,-42.02111111,34,18.7563,35.9895,0.187535714
63,-23.19777778,-41.8325,34,17.2379,35.7933,0.187535714
64,-23.37472222,-41.66888889,34,19.5985,36.1812,0.187535714
65,-23.70055556,-41.51,34,22.7967,36.8661,0.187535714
66,-23.83138889,-41.36111111,34,27.4902,37.1364,0.187535714
67,-23.77777778,-41.20638889,34,27.3381,37.0777,0.187535714
68,-23.63777778,-40.99666667,34,27.4076,37.0862,0.187535714
69,-23.65277778,-41.15305556,34,27.4736,37.1721,0.187535714
70,-23.43388889,-41.31666667,34,25.7808,36.7874,0.187535714
71,-23.21888889,-41.47138889,34,22.2726,36.7721,0.187535714
72,-23.06055556,-41.62166667,34,19.5258,36.1724,0.187535714
73,-22.66444444,-41.4675,34,19.9175,36.2424,0.187535714
74,-22.8925,-41.30666667,34,21.9926,36.6035,0.187535714
75,-22.96277778,-41.15611111,34,26.363,37.1581,0.187535714
76,-23.14583333,-40.98333333,34,27.4433,37.174,0.187535714
77,-23.41444444,-40.83861111,34,27.2401,37.1493,0.187535714
77,-23.41444444,-40.83583333,34,27.1674,37.1361,0.187535714
78,-22.87027778,-40.40888889,34,23.1859,36.7173,0.187535714
79,-22.71,-40.59583333,34,23.0627,36.8791,0.187535714
80,-22.6,-40.77805556,34,19.8545,36.3017,0.187535714
81,-22.45611111,-40.96027778,34,19.4183,36.2062,0.187535714
84,-21.98083333,-40.24638889,34,23.673,36.6934,0.187535714
85,-22.10083333,-40.02694444,34,27.6528,37.3085,0.187535714
86,-22.24805556,-39.80833333,34,27.5816,37.2611,0.187535714
1,-25.07361111,-46.81861111,35,17.4236,35.6984,0.0484
3,-25.42555556,-46.4675,35,16.9811,35.7057,0.328
4,-25.36388889,-46.30472222,35,18.1808,35.8534,0.263
5,-25.49083333,-46.12222222,35,20.3841,36.2807,0.227
6,-25.855,-45.95861111,35,20.5188,36.067,0.151
7,-25.92777778,-45.77944444,35,23.0268,36.8653,0.148
8,-26.01666667,-45.60166667,35,24.2894,37.079,0.12
9,-26.09527778,-45.41916667,35,24.5138,37.1342,0.115
10,-26.30444444,-45.25777778,35,24.1324,37.0965,0.104
11,-25.86472222,-44.6725,35,23.8389,36.5812,0.112
12,-25.68944444,-44.84972222,35,23.6132,36.5755,0.108
13,-25.555,-45.05694444,35,22.3856,36.6163,0.146
14,-25.25944444,-45.21972222,35,19.7737,36.0091,0.206
15,-25.29861111,-45.42888889,35,18.8716,36.1445,0.639
18,-24.81944444,-46.14361111,35,16.6135,36.106,0.193957143
21,-24.35194444,-45.45111111,35,17.8005,35.797,0.193957143
22,-24.65805556,-45.27,35,17.5244,35.8384,0.193957143
23,-24.64416667,-45.1,35,20.6737,36.4446,0.193957143
24,-24.80555556,-44.925,35,22.8796,36.6246,0.193957143
25,-25.08666667,-44.74277778,35,24.9795,36.9568,0.193957143
27,-25.37861111,-44.3875,35,26.1124,36.9104,0.193957143
28,-25.49722222,-44.21722222,35,25.8406,36.8802,0.193957143
29,-24.96888889,-43.73722222,35,25.4605,36.7637,0.193957143
30,-24.92888889,-43.92583333,35,23.8592,36.785,0.193957143
31,-24.68138889,-44.10194444,35,23.4668,36.4926,0.193957143
32,-24.42611111,-44.27444444,35,24.6924,37.0506,0.193957143
33,-24.43055556,-44.465,35,20.8487,36.2019,0.193957143
34,-24.10916667,-44.64277778,35,17.2756,35.7533,0.193957143
35,-23.9274788,-44.81777778,35,16.2882,35.6376,0.193957143
37,-23.55361111,-44.26666667,35,16.8837,35.7082,0.193957143
38,-23.89722222,-44.08805556,35,17.9298,35.9326,0.193957143
39,-23.97472222,-43.90861111,35,19.0387,35.9598,0.193957143
40,-23.97694444,-43.73638889,35,21.6274,36.1591,0.193957143
41,-24.20027778,-43.55722222,35,24.0865,36.9488,0.193957143
42,-24.49138889,-43.37222222,35,26.0455,37.1106,0.193957143
43,-24.52972222,-43.20416667,35,27.3776,37.1936,0.193957143
44,-24.55416667,-42.48888889,35,25.7192,36.985,0.193957143
45,-24.44388889,-42.62138889,35,22.7333,36.6903,0.193957143
46,-24.32055556,-42.78055556,35,23.1477,36.9212,0.193957143
47,-24.12361111,-42.93722222,35,21.7915,36.6359,0.193957143
48,-23.95416667,-43.08833333,35,22.5976,36.8288,0.193957143
49,-23.71694444,-43.2375,35,18.7068,36.0385,0.193957143
50,-23.51972222,-43.38472222,35,17.5898,35.8998,0.193957143
51,-23.52,-43.53916667,35,16.9037,35.7515,0.193957143
52,-23.34555556,-42.66888889,35,15.0588,35.5143,0.193957143
53,-23.46555556,-42.50638889,35,19.8154,36.3304,0.193957143
54,-23.72194444,-42.34472222,35,21.9996,36.66,0.193957143
55,-23.96055556,-42.17638889,35,22.028,36.7407,0.193957143
56,-24.19388889,-42.01166667,35,21.1456,36.468,0.193957143
57,-24.37305556,-41.82472222,35,26.0903,36.9975,0.193957143
58,-23.93861111,-41.41055556,35,27.1067,37.0157,0.193957143
59,-24.03083333,-41.56583333,35,26.7207,37.1399,0.193957143
60,-23.82055556,-41.72333333,35,19.1142,36.0934,0.193957143
61,-23.63416667,-41.85777778,35,19.4099,36.111,0.193957143
62,-23.31777778,-42.02111111,35,18.6865,35.9753,0.193957143
63,-23.19777778,-41.8325,35,17.1117,35.7544,0.193957143
64,-23.37472222,-41.66888889,35,19.5805,36.1868,0.193957143
65,-23.70055556,-41.51,35,22.7875,36.8631,0.193957143
66,-23.83138889,-41.36111111,35,27.4881,37.1398,0.193957143
67,-23.77777778,-41.20638889,35,27.3384,37.078,0.193957143
68,-23.63777778,-40.99666667,35,27.4118,37.0958,0.193957143
69,-23.65277778,-41.15305556,35,27.459,37.1749,0.193957143
70,-23.43388889,-41.31666667,35,25.741,36.7884,0.193957143
71,-23.21888889,-41.47138889,35,22.2591,36.7559,0.193957143
72,-23.06055556,-41.62166667,35,19.4752,36.1856,0.193957143
73,-22.66444444,-41.4675,35,19.9168,36.2419,0.193957143
74,-22.8925,-41.30666667,35,21.7426,36.6179,0.193957143
75,-22.96277778,-41.15611111,35,26.2225,37.1898,0.193957143
76,-23.14583333,-40.98333333,35,27.3809,37.2303,0.193957143
77,-23.41444444,-40.83861111,35,27.0868,37.1515,0.193957143
77,-23.41444444,-40.83583333,35,27.0279,37.1538,0.193957143
78,-22.87027778,-40.40888889,35,22.8131,36.8232,0.193957143
79,-22.71,-40.59583333,35,23.0167,36.8714,0.193957143
80,-22.6,-40.77805556,35,19.8265,36.2978,0.193957143
81,-22.45611111,-40.96027778,35,19.4149,36.206,0.193957143
84,-21.98083333,-40.24638889,35,23.5566,36.7051,0.193957143
85,-22.10083333,-40.02694444,35,27.651,37.3142,0.193957143
86,-22.24805556,-39.80833333,35,27.5772,37.2596,0.193957143
3,-25.42555556,-46.4675,36,17.0268,35.6616,0.315
4,-25.36388889,-46.30472222,36,18.1329,35.8321,0.245
5,-25.49083333,-46.12222222,36,20.234,36.2538,0.224
6,-25.855,-45.95861111,36,20.4942,36.0724,0.151
7,-25.92777778,-45.77944444,36,22.989,36.8764,0.147
8,-26.01666667,-45.60166667,36,24.292,37.0519,0.119
9,-26.09527778,-45.41916667,36,24.4596,37.1279,0.123
10,-26.30444444,-45.25777778,36,24.127,37.0722,0.105
11,-25.86472222,-44.6725,36,23.7976,36.5861,0.113
12,-25.68944444,-44.84972222,36,23.5347,36.564,0.109
13,-25.555,-45.05694444,36,22.3686,36.6278,0.149
14,-25.25944444,-45.21972222,36,19.7255,36.0315,0.203
15,-25.29861111,-45.42888889,36,18.8337,36.1357,0.642
18,-24.81944444,-46.14361111,36,16.5953,36.0955,0.203461538
21,-24.35194444,-45.45111111,36,16.765,35.9245,0.203461538
22,-24.65805556,-45.27,36,17.3172,35.8058,0.203461538
23,-24.64416667,-45.1,36,20.3771,36.3734,0.203461538
24,-24.80555556,-44.925,36,22.8564,36.6479,0.203461538
25,-25.08666667,-44.74277778,36,24.8837,37.0347,0.203461538
27,-25.37861111,-44.3875,36,25.8414,36.9007,0.203461538
28,-25.49722222,-44.21722222,36,25.7192,36.9093,0.203461538
29,-24.96888889,-43.73722222,36,25.273,36.7396,0.203461538
30,-24.92888889,-43.92583333,36,23.6381,36.7713,0.203461538
31,-24.68138889,-44.10194444,36,23.4809,36.4943,0.203461538
32,-24.42611111,-44.27444444,36,24.6117,37.0461,0.203461538
33,-24.43055556,-44.465,36,20.7148,36.1547,0.203461538
34,-24.10916667,-44.64277778,36,17.2647,35.7235,0.203461538
35,-23.9274788,-44.81777778,36,16.2303,35.6548,0.203461538
37,-23.55361111,-44.26666667,36,16.7701,35.7299,0.203461538
38,-23.89722222,-44.08805556,36,17.8464,35.9279,0.203461538
39,-23.97472222,-43.90861111,36,19.0168,35.9826,0.203461538
40,-23.97694444,-43.73638889,36,21.6251,36.1637,0.203461538
41,-24.20027778,-43.55722222,36,23.9909,36.9294,0.203461538
42,-24.49138889,-43.37222222,36,25.9584,37.1347,0.203461538
43,-24.52972222,-43.20416667,36,27.3141,37.1828,0.203461538
44,-24.55416667,-42.48888889,36,25.6825,37.0094,0.203461538
45,-24.44388889,-42.62138889,36,22.5131,36.6708,0.203461538
46,-24.32055556,-42.78055556,36,23.1283,36.8877,0.203461538
47,-24.12361111,-42.93722222,36,21.7539,36.6299,0.203461538
48,-23.95416667,-43.08833333,36,22.5723,36.8234,0.203461538
49,-23.71694444,-43.2375,36,18.6852,36.024,0.203461538
50,-23.51972222,-43.38472222,36,17.5477,35.8626,0.203461538
51,-23.52,-43.53916667,36,16.8869,35.7536,0.203461538
52,-23.34555556,-42.66888889,36,15.0332,35.5179,0.203461538
53,-23.46555556,-42.50638889,36,19.6837,36.3215,0.203461538
54,-23.72194444,-42.34472222,36,21.9456,36.6765,0.203461538
55,-23.96055556,-42.17638889,36,21.9536,36.7162,0.203461538
56,-24.19388889,-42.01166667,36,21.1006,36.4662,0.203461538
57,-24.37305556,-41.82472222,36,26.0841,36.9949,0.203461538
58,-23.93861111,-41.41055556,36,27.1128,37.0185,0.203461538
59,-24.03083333,-41.56583333,36,26.6041,37.0987,0.203461538
60,-23.82055556,-41.72333333,36,19.0951,36.0882,0.203461538
61,-23.63416667,-41.85777778,36,19.3899,36.1572,0.203461538
62,-23.31777778,-42.02111111,36,18.6576,35.9793,0.203461538
63,-23.19777778,-41.8325,36,17.122,35.7777,0.203461538
64,-23.37472222,-41.66888889,36,19.5556,36.1909,0.203461538
65,-23.70055556,-41.51,36,22.7882,36.8656,0.203461538
66,-23.83138889,-41.36111111,36,27.4862,37.1405,0.203461538
67,-23.77777778,-41.20638889,36,27.3381,37.078,0.203461538
68,-23.63777778,-40.99666667,36,27.4139,37.0985,0.203461538
69,-23.65277778,-41.15305556,36,27.4418,37.1815,0.203461538
70,-23.43388889,-41.31666667,36,25.719,36.7855,0.203461538
71,-23.21888889,-41.47138889,36,22.2504,36.7537,0.203461538
72,-23.06055556,-41.62166667,36,19.3628,36.2117,0.203461538
73,-22.66444444,-41.4675,36,19.9152,36.2425,0.203461538
74,-22.8925,-41.30666667,36,21.5212,36.6328,0.203461538
75,-22.96277778,-41.15611111,36,25.965,37.2196,0.203461538
76,-23.14583333,-40.98333333,36,27.3196,37.2506,0.203461538
77,-23.41444444,-40.83861111,36,27.0227,37.1219,0.203461538
77,-23.41444444,-40.83583333,36,26.9974,37.1045,0.203461538
78,-22.87027778,-40.40888889,36,22.7124,36.6482,0.203461538
79,-22.71,-40.59583333,36,23.0034,36.8557,0.203461538
80,-22.6,-40.77805556,36,19.8092,36.2938,0.203461538
81,-22.45611111,-40.96027778,36,19.4021,36.2031,0.203461538
84,-21.98083333,-40.24638889,36,23.3939,36.7337,0.203461538
85,-22.10083333,-40.02694444,36,27.6327,37.3154,0.203461538
86,-22.24805556,-39.80833333,36,27.5735,37.2583,0.203461538
3,-25.42555556,-46.4675,37,16.9009,35.7419,0.309
4,-25.36388889,-46.30472222,37,17.8986,35.8372,0.251
5,-25.49083333,-46.12222222,37,20.1476,36.2231,0.224
6,-25.855,-45.95861111,37,20.4934,36.0736,0.14
7,-25.92777778,-45.77944444,37,22.9552,36.8875,0.155
8,-26.01666667,-45.60166667,37,24.28,37.0651,0.119
9,-26.09527778,-45.41916667,37,24.4157,37.121,0.134
10,-26.30444444,-45.25777778,37,24.1263,37.0661,0.108
11,-25.86472222,-44.6725,37,23.7235,36.5738,0.11
12,-25.68944444,-44.84972222,37,23.4534,36.5401,0.113
13,-25.555,-45.05694444,37,22.2019,36.6613,0.151
14,-25.25944444,-45.21972222,37,19.5212,36.0508,0.209
15,-25.29861111,-45.42888889,37,18.8046,36.1325,0.633
18,-24.81944444,-46.14361111,37,16.5693,36.1003,0.204307692
21,-24.35194444,-45.45111111,37,16.2056,35.7112,0.204307692
22,-24.65805556,-45.27,37,17.1076,35.7815,0.204307692
23,-24.64416667,-45.1,37,20.2033,36.2935,0.204307692
24,-24.80555556,-44.925,37,22.6797,36.7593,0.204307692
